 # Ind   alpha  r  the  phi  sigma_r   sigma_h   score #
 #   0 generation   #
9  10   71   28   532   2142.86   60000
10  10   77   28   532   2142.86   60000
11  10   71   28   532   2714.29   60000
12  90   71   28   532   2142.86   60000
13  10   71   28   532   1000   80000
14  10   71   28   532   2142.86   60000
15  10   74   28   532   2142.86   60000
16  10   77   28   532   2142.86   60000
17  10   71   28   532   2142.86   60000
18  10   71   28   532   2142.86   60000
19  10   71   28   532   2142.86   60000
20  10   71   57   558   2142.86   40000
21  50   74   28   635   2428.57   60000
22  10   71   28   532   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   17 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   28   532   2142.86   60000
3  10   71   28   532   2142.86   60000
4  10   71   0   506   1000   80000
5  10   77   85   583   2142.86   80000
6  10   71   28   532   1000   100000
7  10   71   28   325   2142.86   40000
8  50   71   28   532   2142.86   60000
9  10   71   28   532   2142.86   60000
10  10   71   28   532   2142.86   60000
11  10   70   28   532   2428.57   60000
12  10   71   28   532   2714.29   60000
13  10   71   28   532   2142.86   60000
14  10   71   0   506   2714.29   60000
15  10   71   85   583   2142.86   40000
16  30   71   28   532   2142.86   60000
17  0   71   28   532   2142.86   60000
18  10   71   28   532   2142.86   60000
19  10   71   28   532   2142.86   60000
20  10   71   28   325   2142.86   60000
21  10   71   28   532   2142.86   60000
22  10   71   28   532   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   18 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  30   74   28   532   2142.86   60000
3  10   71   28   532   2142.86   100000
4  10   71   28   532   2142.86   60000
5  10   71   28   532   2714.29   60000
6  10   71   28   532   2142.86   60000
7  10   71   28   532   2714.29   60000
8  10   71   28   532   2142.86   60000
9  10   77   28   532   1571.43   60000
10  10   71   28   532   2142.86   60000
11  10   71   28   635   2142.86   60000
12  50   71   57   661   2142.86   60000
13  10   71   28   532   2714.29   60000
14  10   71   28   532   2142.86   60000
15  10   71   28   532   2714.29   60000
16  10   71   28   532   1000   80000
17  10   71   28   532   2142.86   60000
18  10   71   28   532   1000   60000
19  10   71   28   532   2142.86   60000
20  10   70   28   532   2142.86   40000
21  10   71   85   583   2428.57   60000
22  10   71   28   532   2142.86   60000
23  0   71   28   532   2142.86   60000

 #   19 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   28   325   2142.86   60000
3  10   71   28   532   2714.29   60000
4  0   71   28   532   2142.86   60000
5  10   71   28   532   2142.86   60000
6  10   71   28   532   2142.86   60000
7  50   71   28   532   2714.29   60000
8  10   71   28   532   2142.86   60000
9  10   71   28   532   2142.86   60000
10  90   71   28   532   2142.86   60000
11  10   71   28   532   3000   60000
12  10   71   28   532   2142.86   60000
13  10   71   0   506   2142.86   60000
14  10   71   28   325   2142.86   60000
15  10   71   28   532   2142.86   60000
16  10   70   28   532   2714.29   60000
17  50   71   28   532   2714.29   60000
18  10   71   28   532   2142.86   60000
19  10   71   28   532   2142.86   60000
20  10   71   28   532   2142.86   60000
21  10   77   28   532   2142.86   60000
22  10   71   28   532   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   20 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   28   532   2142.86   60000
3  10   71   28   532   2142.86   60000
4  10   71   28   532   2714.29   60000
5  10   71   28   532   2142.86   60000
6  50   71   28   532   2714.29   60000
7  50   70   28   532   2142.86   60000
8  10   71   28   325   2142.86   60000
9  10   71   28   532   2142.86   60000
10  50   71   28   532   2714.29   60000
11  10   70   28   532   1571.43   60000
12  10   71   28   532   2142.86   60000
13  10   71   28   532   2142.86   60000
14  10   70   28   532   3000   60000
15  10   71   28   532   2714.29   60000
16  10   71   28   532   2142.86   60000
17  10   71   28   532   2142.86   60000
18  10   70   28   532   2142.86   60000
19  10   70   28   532   2142.86   60000
20  10   71   28   532   2142.86   60000
21  10   71   28   532   2142.86   60000
22  10   71   28   532   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   21 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  50   71   0   506   2142.86   60000
3  10   70   28   532   2142.86   60000
4  10   71   0   506   2142.86   60000
5  10   71   28   532   2428.57   60000
6  10   71   28   532   1000   60000
7  30   77   28   532   2142.86   60000
8  50   71   28   532   2142.86   100000
9  10   70   28   532   2142.86   40000
10  10   71   28   532   2142.86   60000
11  30   71   28   532   2142.86   60000
12  10   71   28   532   2142.86   50000
13  10   77   28   532   2142.86   60000
14  10   71   85   583   2142.86   60000
15  10   70   28   532   2142.86   60000
16  10   71   28   532   2142.86   60000
17  10   77   28   532   2142.86   60000
18  10   71   85   583   2142.86   50000
19  10   71   28   532   2142.86   40000
20  10   71   28   532   2142.86   60000
21  10   71   42   545   2142.86   60000
22  10   71   28   532   2142.86   60000
23  10   70   28   532   2142.86   60000

 #   22 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   85   583   2142.86   60000
3  10   70   28   532   2142.86   60000
4  10   74   28   532   2142.86   60000
5  10   71   28   532   2714.29   60000
6  90   71   85   583   2142.86   40000
7  10   71   0   506   2142.86   60000
8  10   71   28   325   2428.57   60000
9  10   71   28   532   2142.86   60000
10  10   71   42   545   1000   60000
11  10   70   28   532   2142.86   60000
12  10   71   0   506   2142.86   60000
13  10   71   28   532   2142.86   50000
14  10   70   28   532   1000   60000
15  10   71   57   558   2428.57   60000
16  10   70   28   532   2142.86   60000
17  10   71   28   532   2142.86   60000
18  10   71   28   532   2142.86   40000
19  30   70   28   532   2142.86   60000
20  30   77   28   532   2142.86   60000
21  10   71   28   532   2142.86   60000
22  10   71   28   532   2142.86   60000
23  10   71   28   532   2428.57   60000

 #   23 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   28   532   2142.86   60000
3  10   70   28   532   2142.86   40000
4  10   70   28   532   2142.86   100000
5  10   71   85   583   2142.86   90000
6  10   71   28   532   2142.86   60000
7  10   70   28   532   2142.86   50000
8  10   71   28   532   2142.86   60000
9  30   70   28   532   2142.86   60000
10  10   71   28   532   2142.86   60000
11  10   74   28   532   2142.86   60000
12  10   70   28   532   2142.86   60000
13  30   70   28   532   2142.86   60000
14  10   70   28   532   2428.57   60000
15  30   71   57   558   2142.86   60000
16  10   71   28   532   2142.86   60000
17  10   71   28   532   2142.86   60000
18  10   71   42   545   2142.86   60000
19  10   71   28   532   1000   60000
20  10   71   28   532   2142.86   60000
21  10   71   42   545   2142.86   60000
22  10   71   28   532   2714.29   60000
23  10   70   28   532   2142.86   60000

 #   24 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   28   532   2428.57   60000
3  0   71   42   545   2142.86   60000
4  10   71   28   532   2142.86   60000
5  10   71   28   532   2142.86   60000
6  10   71   28   532   1000   60000
7  10   71   28   532   2142.86   60000
8  10   70   28   532   2142.86   60000
9  10   71   28   532   2142.86   40000
10  90   71   28   532   2142.86   60000
11  10   75   28   532   2142.86   100000
12  10   77   28   532   2142.86   60000
13  10   70   28   532   2142.86   60000
14  10   71   28   532   2142.86   60000
15  10   77   28   532   2142.86   60000
16  10   70   28   532   2142.86   50000
17  10   71   28   532   2428.57   60000
18  10   71   42   545   2142.86   40000
19  10   70   28   532   2142.86   60000
20  10   71   85   583   2142.86   90000
21  30   71   85   583   2142.86   70000
22  10   70   28   532   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   25 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   70   85   583   2142.86   30000
3  10   71   28   635   2142.86   50000
4  10   71   28   532   2428.57   60000
5  10   71   28   532   2428.57   60000
6  10   71   28   532   2142.86   60000
7  10   71   85   583   2142.86   60000
8  10   71   28   325   2142.86   60000
9  10   71   28   532   2142.86   60000
10  10   70   28   532   2142.86   60000
11  10   71   28   532   1000   100000
12  10   74   28   532   2142.86   100000
13  0   71   28   532   2428.57   60000
14  10   71   28   532   2428.57   60000
15  30   71   28   532   2428.57   60000
16  10   70   28   532   2142.86   60000
17  10   71   28   532   2142.86   60000
18  10   71   28   532   2142.86   60000
19  10   71   28   532   2142.86   40000
20  10   70   28   532   2142.86   60000
21  10   71   28   532   2142.86   60000
22  10   71   28   532   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   26 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   28   532   2142.86   60000
3  10   71   28   532   2142.86   60000
4  10   71   85   583   2142.86   60000
5  10   71   28   532   2142.86   60000
6  10   71   42   545   2142.86   60000
7  50   71   28   532   1000   60000
8  10   71   28   532   2142.86   60000
9  10   70   28   532   2142.86   100000
10  10   70   71   570   2142.86   60000
11  10   71   28   532   2142.86   60000
12  10   71   28   532   2428.57   60000
13  10   71   28   532   2142.86   100000
14  0   71   0   506   2142.86   60000
15  10   71   28   635   2428.57   50000
16  10   71   42   545   2142.86   60000
17  10   71   28   532   2428.57   60000
18  10   71   28   532   2142.86   60000
19  10   71   28   532   2428.57   60000
20  10   70   28   532   2714.29   50000
21  10   71   28   532   2142.86   60000
22  50   71   28   532   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   27 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   70   28   532   2714.29   60000
3  10   71   28   532   2142.86   50000
4  10   71   28   532   2142.86   60000
5  10   71   28   532   2142.86   60000
6  10   71   28   532   1000   60000
7  50   71   28   532   2142.86   60000
8  10   71   28   532   2142.86   60000
9  10   71   28   635   3000   60000
10  10   71   28   532   2428.57   60000
11  10   71   28   532   2428.57   60000
12  10   71   28   532   2142.86   50000
13  10   71   28   532   2142.86   60000
14  10   71   28   532   2142.86   60000
15  10   71   28   532   2142.86   60000
16  10   71   28   532   2142.86   60000
17  10   71   28   532   2142.86   60000
18  10   70   85   583   2428.57   60000
19  0   71   14   519   2142.86   60000
20  10   71   28   532   2142.86   60000
21  10   71   28   532   2142.86   60000
22  10   71   28   532   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   28 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   28   532   2142.86   60000
3  10   71   28   532   2142.86   60000
4  10   71   28   532   2142.86   60000
5  10   71   28   532   2142.86   60000
6  10   71   28   532   2142.86   60000
7  10   71   28   532   2142.86   60000
8  10   71   28   532   2142.86   60000
9  10   71   0   506   2142.86   60000
10  10   71   28   532   2142.86   60000
11  0   71   28   532   2142.86   40000
12  10   71   28   532   1000   60000
13  10   71   28   532   2142.86   60000
14  10   70   28   532   2142.86   50000
15  90   71   28   532   2714.29   60000
16  10   71   28   532   2714.29   60000
17  10   70   28   532   2142.86   60000
18  90   71   28   532   2142.86   60000
19  10   71   28   532   2142.86   60000
20  0   71   28   325   2142.86   50000
21  30   71   28   532   2428.57   60000
22  10   71   28   635   2142.86   60000
23  10   71   28   532   2142.86   60000

 #   29 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   0   506   2142.86   60000
3  10   70   28   532   2142.86   60000
4  10   71   28   532   2142.86   60000
5  10   71   28   532   2142.86   60000
6  0   71   28   532   2142.86   60000
7  10   71   0   506   2142.86   60000
8  10   71   28   532   2142.86   60000
9  10   71   28   532   2142.86   60000
10  10   70   28   532   2142.86   60000
11  10   71   28   532   2142.86   50000
12  10   70   28   532   2142.86   60000
13  10   71   28   532   2142.86   60000
14  10   70   28   532   2142.86   60000
15  10   71   28   532   2142.86   60000
16  10   71   28   532   2142.86   60000
17  10   71   28   532   2142.86   60000
18  10   71   28   532   2142.86   60000
19  10   71   28   532   2142.86   60000
20  10   71   28   532   2142.86   60000
21  10   71   42   545   2142.86   100000
22  10   71   28   532   2142.86   60000
23  30   70   28   532   2142.86   50000

 #   30 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   70   28   325   2142.86   60000
3  10   71   28   532   2142.86   60000
4  10   71   28   532   2142.86   60000
5  10   71   28   532   2142.86   60000
6  10   71   42   545   2142.86   60000
7  10   71   28   532   2142.86   100000
8  10   71   28   532   2142.86   60000
9  10   71   28   532   1000   60000
10  10   70   28   532   2142.86   60000
11  10   70   28   532   2142.86   40000
12  10   71   28   532   2142.86   60000
13  10   77   28   532   2142.86   60000
14  10   71   28   635   2142.86   60000
15  10   74   28   532   2142.86   60000
16  10   71   28   532   2142.86   60000
17  10   70   28   532   2142.86   60000
18  10   71   85   583   2142.86   60000
19  10   74   28   532   2142.86   60000
20  10   71   0   506   2142.86   40000
21  0   70   28   532   2142.86   60000
22  90   71   28   532   2142.86   60000
23  10   71   28   429   2142.86   60000

 #   31 generation   #
0  10   71   28   532   2142.86   60000
1  10   71   28   532   2142.86   60000
2  10   71   28   532   1000   60000
3  10   71   28   532   2714.29   60000
4  10   71   28   532   2142.86   40000
5  10   71   28   532   2142.86   60000
6  10   71   28   532   2142.86   60000
7  10   71   85   583   2142.86   60000
