0 8.19656e-05
1 0.000150886
2 0.000335153
3 0.000307909
4 0.000467297
5 0.000475656
6 0.000506355
7 0.000513663
8 0.000470141
9 0.00055178
10 0.000739254
11 0.00064225
12 0.000554735
13 0.000695161
14 0.000725165
15 0.000788781
16 0.000714608
17 0.000663931
18 0.000636082
19 0.000695422
20 0.000775466
21 0.000502755
22 0.000532213
23 0.000644809
24 0.000553668
25 0.000635234
26 0.000672725
27 0.000780939
28 0.000675068
29 0.000754764
30 0.000518829
31 0.000468131
32 0.000526695
33 0.000665927
34 0.000614215
35 0.00049089
36 0.000833999
37 0.000563687
38 0.000673416
39 0.00101828
40 0.000666454
