0 0
1.90524e-06 0
3.81047e-06 0
5.71571e-06 0
7.62095e-06 0
9.52618e-06 0
1.14314e-05 0
1.33367e-05 0
1.52419e-05 0
1.71471e-05 0
1.90524e-05 0
2.09576e-05 0
2.28628e-05 0
2.47681e-05 0
2.66733e-05 0
2.85785e-05 0
3.04838e-05 0
3.2389e-05 0
3.42943e-05 0
3.61995e-05 0
3.81047e-05 0
4.001e-05 0
4.19152e-05 0
4.38204e-05 0
4.57257e-05 0
4.76309e-05 0
4.95361e-05 0
5.14414e-05 0
5.33466e-05 0
5.52519e-05 0
5.71571e-05 0
5.90623e-05 0
6.09676e-05 0
6.28728e-05 0
6.4778e-05 0
6.66833e-05 0
6.85885e-05 0
7.04937e-05 0
7.2399e-05 0
7.43042e-05 0
7.62095e-05 0
7.81147e-05 0
8.00199e-05 0
8.19252e-05 0
8.38304e-05 0
8.57356e-05 0
8.76409e-05 0
8.95461e-05 0
9.14513e-05 0
9.33566e-05 0
9.52618e-05 0
9.71671e-05 0
9.90723e-05 0
0.000100978 0
0.000102883 0
0.000104788 0
0.000106693 0
0.000108598 0
0.000110504 0
0.000112409 0
0.000114314 0
0.000116219 0
0.000118125 0
0.00012003 0
0.000121935 0
0.00012384 0
0.000125746 0
0.000127651 0
0.000129556 0
0.000131461 0
0.000133367 0
0.000135272 0
0.000137177 0
0.000139082 0
0.000140987 0
0.000142893 0
0.000144798 0
0.000146703 0
0.000148608 0
0.000150514 0
0.000152419 0
0.000154324 0
0.000156229 0
0.000158135 0
0.00016004 0
0.000161945 0
0.00016385 0
0.000165756 0
0.000167661 0
0.000169566 0
0.000171471 0
0.000173377 0
0.000175282 0
0.000177187 0
0.000179092 0
0.000180997 0
0.000182903 0
0.000184808 0
0.000186713 0
0.000188618 0
0.000190524 0
0.000192429 0
0.000194334 0
0.000196239 0
0.000198145 0
0.00020005 0
0.000201955 0
0.00020386 0
0.000205766 0
0.000207671 0
0.000209576 0
0.000211481 0
0.000213386 0
0.000215292 0
0.000217197 0
0.000219102 0
0.000221007 0
0.000222913 0
0.000224818 0
0.000226723 0
0.000228628 0
0.000230534 0
0.000232439 0
0.000234344 0
0.000236249 0
0.000238155 0
0.00024006 0
0.000241965 0
0.00024387 0
0.000245775 0
0.000247681 0
0.000249586 0
0.000251491 0
0.000253396 0
0.000255302 0
0.000257207 0
0.000259112 0
0.000261017 0
0.000262923 0
0.000264828 0
0.000266733 0
